call_id,customer_id,agent_use_case,intent,contained,escalated,customer_sentiment,minutes_saved,revenue_influenced
C009-0148,C009,sales qualification,technical issue,1,0,3.86,10,500
C009-0149,C009,support triage,technical issue,1,0,2.77,7,0
C009-0150,C009,appointment scheduling,purchase intent,0,1,1.91,3,0
C009-0151,C009,sales qualification,cancel,1,0,4.37,6,1000
C009-0152,C009,sales qualification,cancel,1,0,4.14,10,250
C009-0153,C009,support triage,purchase intent,0,1,2.7,1,0
C009-0154,C009,renewal reminder,purchase intent,0,1,3.36,3,0
C009-0155,C009,sales qualification,purchase intent,1,0,3.21,11,0
C009-0156,C009,support triage,pricing,1,0,4.56,5,0
C009-0157,C009,sales qualification,eligibility,0,0,2.51,1,0
C009-0158,C009,sales qualification,pricing,0,1,1.41,3,0
C009-0159,C009,support triage,cancel,1,0,3.83,11,0
C009-0160,C009,sales qualification,technical issue,0,0,2.76,0,0
C009-0161,C009,sales qualification,technical issue,0,1,1.94,3,0
C009-0162,C009,support triage,pricing,1,0,4.38,8,0
C009-0163,C009,support triage,purchase intent,0,1,2.54,2,0
C009-0164,C009,renewal reminder,pricing,1,0,4.15,8,0
C009-0165,C009,sales qualification,cancel,1,0,3.66,9,500
C009-0166,C009,renewal reminder,cancel,1,0,3.63,6,0
C009-0167,C009,support triage,cancel,0,1,3.28,3,0
C009-0168,C009,support triage,technical issue,1,0,2.99,8,0
C009-0169,C009,support triage,purchase intent,1,0,4.15,5,0
C009-0170,C009,sales qualification,cancel,1,0,2.83,8,1500
C009-0171,C009,sales qualification,purchase intent,0,0,2.23,3,0
C009-0172,C009,appointment scheduling,pricing,0,1,2.69,1,0
C009-0173,C009,renewal reminder,reschedule,1,0,2.51,10,0
C009-0174,C009,renewal reminder,technical issue,0,1,1.62,1,0
C009-0175,C009,appointment scheduling,eligibility,1,0,3.15,7,0
C009-0176,C009,renewal reminder,cancel,1,0,3.89,12,0
C009-0177,C009,sales qualification,technical issue,0,0,2.13,1,0
C009-0178,C009,renewal reminder,pricing,0,0,2.76,0,0
C009-0179,C009,renewal reminder,technical issue,1,0,2.82,6,0
C009-0180,C009,appointment scheduling,purchase intent,1,0,4.2,4,0
C009-0181,C009,renewal reminder,reschedule,0,0,2.34,0,0
C009-0182,C009,appointment scheduling,purchase intent,1,0,2.9,3,0
C009-0183,C009,support triage,purchase intent,0,1,1.45,2,0
C009-0184,C009,appointment scheduling,pricing,1,0,3.2,12,0
C009-0185,C009,appointment scheduling,technical issue,1,0,3.29,8,0
C009-0186,C009,sales qualification,technical issue,1,0,4.22,10,1500
C009-0187,C009,appointment scheduling,technical issue,0,0,3.37,1,0
C009-0188,C009,support triage,cancel,1,0,3.51,8,0
C009-0189,C009,sales qualification,cancel,0,1,1.76,4,0
C009-0190,C009,appointment scheduling,pricing,1,0,2.5,7,0
C009-0191,C009,renewal reminder,pricing,0,0,2.81,2,0
C009-0192,C009,renewal reminder,purchase intent,0,0,3.06,3,0
C009-0193,C009,sales qualification,eligibility,0,1,2.03,3,0
C009-0194,C009,renewal reminder,technical issue,1,0,4.36,9,0
C009-0195,C009,support triage,cancel,0,0,2.16,3,0
C009-0196,C009,support triage,pricing,0,1,3.26,4,0
C009-0197,C009,sales qualification,technical issue,0,1,2.84,3,0
C009-0198,C009,support triage,reschedule,1,0,3.81,6,0
C009-0199,C009,renewal reminder,technical issue,1,0,4.84,10,0
C009-0200,C009,renewal reminder,reschedule,0,0,3.35,1,0
C009-0201,C009,support triage,eligibility,1,0,3.93,8,0
C009-0202,C009,appointment scheduling,technical issue,1,0,2.97,12,0
C009-0203,C009,support triage,pricing,1,0,2.51,11,0
C009-0204,C009,support triage,technical issue,0,1,2.38,3,0
C009-0205,C009,renewal reminder,technical issue,0,0,2.13,2,0
C009-0206,C009,appointment scheduling,purchase intent,0,0,2.22,0,0
C009-0207,C009,sales qualification,reschedule,0,1,3.28,3,0
C009-0208,C009,renewal reminder,eligibility,0,1,1.65,4,0
C009-0209,C009,renewal reminder,cancel,0,0,3.36,4,0
C009-0210,C009,appointment scheduling,cancel,1,0,3.8,7,0
C009-0211,C009,appointment scheduling,technical issue,0,0,2.9,1,0
C009-0212,C009,support triage,purchase intent,1,0,2.68,12,0
C009-0213,C009,renewal reminder,technical issue,0,1,1.42,4,0
C009-0214,C009,renewal reminder,technical issue,1,0,3.07,12,0
C009-0215,C009,sales qualification,eligibility,1,0,4.0,5,1000
C009-0216,C009,renewal reminder,pricing,0,1,1.79,0,0
C009-0217,C009,support triage,purchase intent,1,0,3.26,5,0
C009-0218,C009,renewal reminder,purchase intent,1,0,3.4,8,0
C009-0219,C009,appointment scheduling,technical issue,0,0,1.98,4,0
C009-0220,C009,renewal reminder,cancel,0,0,3.09,2,0
C009-0221,C009,support triage,pricing,1,0,2.87,5,0
C009-0222,C009,renewal reminder,pricing,1,0,2.63,8,0
C009-0223,C009,support triage,eligibility,0,1,2.57,4,0
C009-0224,C009,renewal reminder,eligibility,0,1,3.18,4,0
C009-0225,C009,appointment scheduling,technical issue,1,0,3.54,6,0
C009-0226,C009,support triage,reschedule,1,0,4.39,10,0
C009-0227,C009,sales qualification,pricing,1,0,3.89,12,250
C009-0228,C009,renewal reminder,purchase intent,1,0,3.07,6,0
C009-0229,C009,renewal reminder,cancel,1,0,3.23,7,0
C009-0230,C009,renewal reminder,purchase intent,0,0,2.86,3,0
C009-0231,C009,support triage,purchase intent,0,0,2.93,2,0
C009-0232,C009,renewal reminder,purchase intent,1,0,2.95,11,0
C009-0233,C009,renewal reminder,cancel,0,1,2.89,3,0
C009-0234,C009,appointment scheduling,purchase intent,1,0,4.27,6,0
C009-0235,C009,renewal reminder,pricing,0,0,3.3,0,0
C009-0236,C009,support triage,technical issue,0,1,2.9,3,0
C009-0237,C009,support triage,eligibility,0,1,1.81,0,0
C009-0238,C009,renewal reminder,cancel,0,0,3.04,3,0
C009-0239,C009,support triage,pricing,1,0,3.9,6,0
C009-0240,C009,sales qualification,eligibility,1,0,2.88,12,0
C009-0241,C009,support triage,reschedule,0,0,1.55,3,0
C009-0242,C009,sales qualification,reschedule,0,0,1.67,4,0
C009-0243,C009,appointment scheduling,pricing,1,0,3.61,11,0
C009-0244,C009,appointment scheduling,pricing,1,0,4.47,5,0
C009-0245,C009,renewal reminder,pricing,0,1,3.01,4,0
C009-0246,C009,appointment scheduling,pricing,1,0,4.72,5,0
C009-0247,C009,renewal reminder,eligibility,0,0,2.6,0,0
C009-0248,C009,appointment scheduling,technical issue,0,1,1.47,1,0
C009-0249,C009,renewal reminder,cancel,1,0,2.74,6,0
C009-0250,C009,sales qualification,cancel,0,0,2.02,1,0
C009-0251,C009,support triage,cancel,1,0,2.75,7,0
C009-0252,C009,appointment scheduling,eligibility,0,0,2.24,2,0
C009-0253,C009,support triage,reschedule,0,1,1.55,4,0
C009-0254,C009,support triage,technical issue,1,0,4.5,4,0
C009-0255,C009,appointment scheduling,technical issue,1,0,4.77,11,0
C009-0256,C009,support triage,technical issue,0,0,3.09,1,0
C009-0257,C009,sales qualification,eligibility,0,1,1.53,0,0
C010-0000,C010,support triage,cancel,1,0,4.75,9,0
C010-0001,C010,renewal reminder,pricing,1,0,3.59,7,0
C010-0002,C010,renewal reminder,reschedule,1,0,4.77,11,0
C010-0003,C010,support triage,pricing,0,0,2.7,1,0
C010-0004,C010,appointment scheduling,technical issue,1,0,2.53,4,0
C010-0005,C010,renewal reminder,purchase intent,1,0,2.78,12,0
C010-0006,C010,support triage,purchase intent,1,0,4.33,4,0
C010-0007,C010,appointment scheduling,purchase intent,1,0,4.31,4,0
C010-0008,C010,sales qualification,technical issue,1,0,4.8,11,500
C010-0009,C010,renewal reminder,technical issue,0,0,2.41,1,0
C010-0010,C010,appointment scheduling,reschedule,1,0,4.08,11,0
C010-0011,C010,renewal reminder,pricing,1,0,3.3,6,0
C010-0012,C010,renewal reminder,eligibility,0,0,1.7,1,0
C010-0013,C010,sales qualification,reschedule,0,1,2.63,4,0
C010-0014,C010,renewal reminder,purchase intent,1,0,4.58,6,0
C010-0015,C010,appointment scheduling,eligibility,1,0,4.57,10,0
C010-0016,C010,renewal reminder,technical issue,0,0,2.64,2,0
C010-0017,C010,renewal reminder,pricing,1,0,2.63,9,0
C010-0018,C010,appointment scheduling,pricing,1,0,3.26,7,0
C010-0019,C010,appointment scheduling,eligibility,1,0,4.9,11,0
C010-0020,C010,sales qualification,purchase intent,0,0,2.58,3,0
C010-0021,C010,sales qualification,pricing,1,0,4.31,7,1500
C010-0022,C010,renewal reminder,cancel,1,0,3.72,4,0
C010-0023,C010,support triage,purchase intent,1,0,3.39,8,0
C010-0024,C010,appointment scheduling,technical issue,1,0,2.93,7,0
C010-0025,C010,sales qualification,cancel,1,0,4.83,12,0
C010-0026,C010,renewal reminder,pricing,1,0,4.71,12,0
C010-0027,C010,renewal reminder,purchase intent,1,0,4.31,10,0
C010-0028,C010,renewal reminder,pricing,0,0,2.89,1,0
C010-0029,C010,sales qualification,cancel,0,1,2.87,4,0
C010-0030,C010,support triage,cancel,0,1,1.92,4,0
C010-0031,C010,appointment scheduling,reschedule,0,1,1.66,1,0
C010-0032,C010,renewal reminder,reschedule,1,0,2.85,5,0
C010-0033,C010,appointment scheduling,eligibility,1,0,4.43,10,0
C010-0034,C010,renewal reminder,purchase intent,1,0,4.11,4,0
C010-0035,C010,renewal reminder,reschedule,1,0,2.55,11,0
C010-0036,C010,appointment scheduling,technical issue,1,0,3.93,8,0
C010-0037,C010,renewal reminder,reschedule,0,0,3.33,3,0
C010-0038,C010,appointment scheduling,cancel,0,1,1.96,4,0
C010-0039,C010,appointment scheduling,purchase intent,1,0,4.64,4,0
C010-0040,C010,support triage,technical issue,1,0,3.42,10,0
C010-0041,C010,renewal reminder,eligibility,1,0,4.49,4,0
C010-0042,C010,support triage,reschedule,1,0,3.23,4,0
C010-0043,C010,renewal reminder,reschedule,1,0,4.46,9,0
C010-0044,C010,sales qualification,eligibility,0,0,1.7,2,0
C010-0045,C010,sales qualification,reschedule,0,1,2.33,3,0
C010-0046,C010,sales qualification,purchase intent,1,0,3.35,6,1500
C010-0047,C010,renewal reminder,reschedule,1,0,4.2,3,0
C010-0048,C010,sales qualification,technical issue,1,0,3.87,10,250
C010-0049,C010,support triage,reschedule,1,0,2.94,4,0
C010-0050,C010,appointment scheduling,eligibility,0,0,3.01,1,0
C010-0051,C010,renewal reminder,cancel,0,0,3.17,0,0
C010-0052,C010,appointment scheduling,eligibility,1,0,4.61,8,0
C010-0053,C010,renewal reminder,purchase intent,1,0,3.86,12,0
C010-0054,C010,sales qualification,purchase intent,0,0,2.2,3,0
C010-0055,C010,renewal reminder,cancel,1,0,4.04,10,0
C010-0056,C010,support triage,cancel,1,0,2.95,11,0
C010-0057,C010,renewal reminder,pricing,0,1,2.23,2,0
C010-0058,C010,sales qualification,technical issue,1,0,4.22,10,1000
C010-0059,C010,support triage,technical issue,0,0,2.9,2,0
C010-0060,C010,support triage,technical issue,1,0,3.86,3,0
C010-0061,C010,support triage,cancel,0,0,1.61,4,0
C010-0062,C010,renewal reminder,technical issue,0,1,2.28,0,0
C010-0063,C010,support triage,pricing,0,0,3.28,2,0
C010-0064,C010,support triage,cancel,1,0,3.68,4,0
C010-0065,C010,support triage,cancel,1,0,4.0,11,0
C010-0066,C010,appointment scheduling,purchase intent,1,0,3.4,4,0
C010-0067,C010,renewal reminder,reschedule,1,0,3.0,7,0
C010-0068,C010,renewal reminder,purchase intent,0,0,1.48,1,0
C010-0069,C010,support triage,cancel,1,0,4.1,7,0
C010-0070,C010,support triage,eligibility,1,0,3.33,9,0
C010-0071,C010,renewal reminder,eligibility,1,0,3.06,10,0
C010-0072,C010,appointment scheduling,eligibility,1,0,3.71,8,0
C010-0073,C010,sales qualification,eligibility,1,0,3.57,5,500
C010-0074,C010,renewal reminder,purchase intent,1,0,3.82,6,0
C010-0075,C010,sales qualification,purchase intent,0,0,1.68,0,0
C010-0076,C010,appointment scheduling,purchase intent,1,0,3.06,8,0
C010-0077,C010,appointment scheduling,purchase intent,0,0,3.08,0,0
C010-0078,C010,renewal reminder,technical issue,1,0,2.54,9,0
C010-0079,C010,appointment scheduling,cancel,1,0,4.63,12,0
C010-0080,C010,renewal reminder,technical issue,1,0,2.82,9,0
C010-0081,C010,appointment scheduling,cancel,1,0,3.98,12,0
C010-0082,C010,renewal reminder,pricing,1,0,2.78,10,0
C010-0083,C010,renewal reminder,pricing,1,0,3.56,4,0
C010-0084,C010,support triage,technical issue,1,0,4.32,8,0
C010-0085,C010,renewal reminder,purchase intent,1,0,3.74,7,0
C010-0086,C010,sales qualification,purchase intent,0,0,3.39,0,0
C010-0087,C010,renewal reminder,pricing,1,0,3.01,7,0
C010-0088,C010,appointment scheduling,pricing,0,1,3.03,4,0
C010-0089,C010,support triage,pricing,0,1,1.61,4,0
C010-0090,C010,support triage,technical issue,1,0,3.69,12,0
C010-0091,C010,sales qualification,purchase intent,0,0,3.07,0,0
C010-0092,C010,support triage,technical issue,1,0,3.49,5,0
C010-0093,C010,renewal reminder,pricing,0,1,2.06,1,0
C010-0094,C010,sales qualification,purchase intent,0,0,2.45,0,0
C010-0095,C010,support triage,eligibility,0,0,3.12,3,0
C010-0096,C010,sales qualification,technical issue,0,0,2.22,0,0
C010-0097,C010,renewal reminder,purchase intent,1,0,4.47,8,0
C010-0098,C010,appointment scheduling,pricing,0,0,1.69,4,0
C010-0099,C010,renewal reminder,reschedule,1,0,3.56,4,0
C010-0100,C010,sales qualification,reschedule,1,0,2.79,7,0
C010-0101,C010,renewal reminder,eligibility,0,1,2.71,1,0
C010-0102,C010,appointment scheduling,purchase intent,1,0,3.59,11,0
C010-0103,C010,support triage,technical issue,1,0,4.71,3,0
C010-0104,C010,sales qualification,technical issue,0,1,3.37,4,0
C010-0105,C010,sales qualification,technical issue,0,0,2.38,2,0
C010-0106,C010,appointment scheduling,reschedule,1,0,4.65,7,0
C010-0107,C010,renewal reminder,cancel,0,0,2.02,4,0
C010-0108,C010,renewal reminder,cancel,1,0,4.83,8,0
C010-0109,C010,appointment scheduling,technical issue,1,0,2.56,11,0
C010-0110,C010,sales qualification,reschedule,0,1,2.48,0,0
C010-0111,C010,renewal reminder,reschedule,1,0,3.33,11,0
C010-0112,C010,renewal reminder,cancel,0,0,2.61,1,0
C010-0113,C010,sales qualification,reschedule,0,1,2.44,2,0
C010-0114,C010,renewal reminder,eligibility,0,0,2.01,0,0
C010-0115,C010,appointment scheduling,cancel,1,0,3.36,11,0
C010-0116,C010,renewal reminder,cancel,0,1,1.79,2,0
C010-0117,C010,renewal reminder,technical issue,1,0,2.53,11,0
C010-0118,C010,renewal reminder,eligibility,1,0,2.55,5,0
C010-0119,C010,support triage,cancel,0,1,2.42,1,0
C010-0120,C010,renewal reminder,cancel,1,0,3.77,6,0
C010-0121,C010,renewal reminder,pricing,1,0,3.74,8,0
C010-0122,C010,appointment scheduling,reschedule,0,1,3.29,3,0
C010-0123,C010,renewal reminder,purchase intent,0,0,2.85,1,0
C010-0124,C010,sales qualification,cancel,1,0,4.21,12,500
C010-0125,C010,support triage,eligibility,1,0,3.08,6,0
C010-0126,C010,appointment scheduling,purchase intent,1,0,3.83,11,0
C010-0127,C010,sales qualification,technical issue,1,0,2.92,4,500
C010-0128,C010,appointment scheduling,reschedule,0,1,2.78,1,0
C010-0129,C010,renewal reminder,reschedule,1,0,4.05,6,0
C010-0130,C010,sales qualification,eligibility,1,0,3.83,10,250
C010-0131,C010,sales qualification,pricing,1,0,3.01,11,1000
C010-0132,C010,sales qualification,reschedule,0,1,2.27,4,0
C010-0133,C010,appointment scheduling,reschedule,1,0,3.78,10,0
C010-0134,C010,renewal reminder,purchase intent,1,0,3.07,3,0
C010-0135,C010,renewal reminder,purchase intent,1,0,3.48,9,0
C010-0136,C010,appointment scheduling,reschedule,1,0,3.66,3,0
C010-0137,C010,support triage,technical issue,0,1,2.93,2,0
C010-0138,C010,renewal reminder,technical issue,1,0,2.84,7,0
C010-0139,C010,renewal reminder,reschedule,0,0,1.79,1,0
C010-0140,C010,renewal reminder,cancel,1,0,3.81,6,0
C010-0141,C010,support triage,technical issue,1,0,3.96,3,0
C010-0142,C010,sales qualification,reschedule,0,0,1.77,4,0
C010-0143,C010,renewal reminder,reschedule,0,0,1.81,2,0
C010-0144,C010,renewal reminder,cancel,1,0,3.85,7,0
C010-0145,C010,renewal reminder,technical issue,1,0,4.33,5,0
C010-0146,C010,support triage,reschedule,0,0,2.09,1,0
C010-0147,C010,renewal reminder,purchase intent,0,0,1.77,4,0
C010-0148,C010,renewal reminder,pricing,1,0,3.55,5,0
C010-0149,C010,appointment scheduling,cancel,1,0,3.02,3,0
C010-0150,C010,sales qualification,cancel,0,0,3.07,2,0
C010-0151,C010,sales qualification,pricing,1,0,3.74,6,1500
C010-0152,C010,renewal reminder,reschedule,1,0,4.02,3,0
C010-0153,C010,renewal reminder,technical issue,0,1,2.98,4,0
C010-0154,C010,appointment scheduling,purchase intent,1,0,2.7,11,0
C010-0155,C010,renewal reminder,purchase intent,1,0,3.09,9,0
C010-0156,C010,support triage,reschedule,1,0,3.91,10,0
C010-0157,C010,support triage,eligibility,1,0,3.95,3,0
C010-0158,C010,support triage,purchase intent,1,0,4.54,11,0
C010-0159,C010,renewal reminder,cancel,1,0,4.0,12,0
C010-0160,C010,renewal reminder,eligibility,1,0,4.6,12,0
C010-0161,C010,renewal reminder,reschedule,0,1,2.27,4,0
C010-0162,C010,renewal reminder,technical issue,1,0,4.72,12,0
