contact_id,age,job,marital,education,balance,housing,loan,contact,day,month,call_duration_seconds,campaign_contacts,days_since_previous_contact,previous_contacts,previous_outcome,customer_segment,converted,converted_flag
BM00242,43,entrepreneur,married,unknown,100,yes,no,unknown,5,may,702,1,-1,0,unknown,entrepreneur / unknown,no,0
BM00243,38,admin.,married,secondary,0,no,no,unknown,5,may,151,1,-1,0,unknown,admin. / secondary,no,0
BM00244,43,technician,married,secondary,434,yes,no,unknown,5,may,117,1,-1,0,unknown,technician / secondary,no,0
BM00245,49,management,married,tertiary,3237,yes,no,unknown,5,may,232,3,-1,0,unknown,management / tertiary,no,0
BM00246,42,management,married,unknown,275,no,no,unknown,5,may,408,2,-1,0,unknown,management / unknown,no,0
BM00247,22,blue-collar,single,secondary,0,yes,no,unknown,5,may,179,2,-1,0,unknown,blue-collar / secondary,no,0
BM00248,40,management,married,tertiary,207,yes,no,unknown,5,may,39,1,-1,0,unknown,management / tertiary,no,0
BM00249,39,blue-collar,married,secondary,483,yes,no,unknown,5,may,282,1,-1,0,unknown,blue-collar / secondary,no,0
BM00250,51,services,married,secondary,2248,yes,no,unknown,5,may,714,2,-1,0,unknown,services / secondary,no,0
BM00251,49,admin.,married,secondary,428,yes,no,unknown,5,may,50,1,-1,0,unknown,admin. / secondary,no,0
BM00252,53,blue-collar,married,secondary,0,yes,yes,unknown,5,may,181,1,-1,0,unknown,blue-collar / secondary,no,0
BM00253,34,services,single,secondary,0,yes,no,unknown,5,may,142,1,-1,0,unknown,services / secondary,no,0
BM00254,33,technician,divorced,secondary,140,yes,no,unknown,5,may,227,1,-1,0,unknown,technician / secondary,no,0
BM00255,50,management,single,tertiary,297,yes,no,unknown,5,may,119,1,-1,0,unknown,management / tertiary,no,0
BM00256,39,blue-collar,married,primary,279,yes,no,unknown,5,may,361,1,-1,0,unknown,blue-collar / primary,no,0
BM00257,59,entrepreneur,divorced,secondary,901,yes,no,unknown,5,may,73,3,-1,0,unknown,entrepreneur / secondary,no,0
BM00258,30,technician,single,secondary,2573,yes,no,unknown,5,may,67,2,-1,0,unknown,technician / secondary,no,0
BM00259,36,services,married,secondary,143,yes,yes,unknown,5,may,350,1,-1,0,unknown,services / secondary,no,0
BM00260,40,blue-collar,married,secondary,475,yes,no,unknown,5,may,332,2,-1,0,unknown,blue-collar / secondary,no,0
BM00261,53,blue-collar,married,secondary,70,yes,no,unknown,5,may,611,2,-1,0,unknown,blue-collar / secondary,no,0
BM00262,34,management,single,tertiary,318,yes,no,unknown,5,may,113,2,-1,0,unknown,management / tertiary,no,0
BM00263,37,technician,married,secondary,275,yes,no,unknown,5,may,132,1,-1,0,unknown,technician / secondary,no,0
BM00264,42,management,divorced,tertiary,742,yes,no,unknown,5,may,58,3,-1,0,unknown,management / tertiary,no,0
BM00265,41,entrepreneur,married,primary,236,yes,no,unknown,5,may,151,1,-1,0,unknown,entrepreneur / primary,no,0
BM00266,30,student,single,tertiary,25,yes,no,unknown,5,may,89,2,-1,0,unknown,student / tertiary,no,0
BM00267,37,management,single,tertiary,600,yes,no,unknown,5,may,152,1,-1,0,unknown,management / tertiary,no,0
BM00268,39,admin.,divorced,secondary,-349,yes,no,unknown,5,may,611,2,-1,0,unknown,admin. / secondary,no,0
BM00269,41,blue-collar,married,primary,183,yes,yes,unknown,5,may,110,2,-1,0,unknown,blue-collar / primary,no,0
BM00270,40,blue-collar,married,primary,0,yes,no,unknown,5,may,463,1,-1,0,unknown,blue-collar / primary,no,0
BM00271,42,management,single,tertiary,0,yes,yes,unknown,5,may,562,2,-1,0,unknown,management / tertiary,yes,1
BM00272,40,blue-collar,divorced,primary,0,yes,no,unknown,5,may,962,1,-1,0,unknown,blue-collar / primary,no,0
BM00273,57,technician,married,secondary,1078,yes,no,unknown,5,may,10,4,-1,0,unknown,technician / secondary,no,0
BM00274,56,entrepreneur,divorced,secondary,155,no,no,unknown,5,may,118,3,-1,0,unknown,entrepreneur / secondary,no,0
BM00275,37,admin.,married,secondary,190,yes,no,unknown,5,may,92,2,-1,0,unknown,admin. / secondary,no,0
BM00276,59,retired,married,secondary,319,yes,no,unknown,5,may,143,3,-1,0,unknown,retired / secondary,no,0
BM00277,39,services,divorced,secondary,-185,yes,no,unknown,5,may,189,3,-1,0,unknown,services / secondary,no,0
BM00278,49,services,married,secondary,47,no,no,unknown,5,may,234,2,-1,0,unknown,services / secondary,no,0
BM00279,38,services,single,secondary,570,yes,no,unknown,5,may,75,2,-1,0,unknown,services / secondary,no,0
BM00280,36,self-employed,married,tertiary,19,no,no,unknown,5,may,189,2,-1,0,unknown,self-employed / tertiary,no,0
BM00281,50,blue-collar,married,primary,61,yes,no,unknown,5,may,621,3,-1,0,unknown,blue-collar / primary,no,0
BM00282,41,admin.,married,secondary,-62,yes,yes,unknown,5,may,55,2,-1,0,unknown,admin. / secondary,no,0
BM00283,54,technician,married,tertiary,258,no,no,unknown,5,may,310,4,-1,0,unknown,technician / tertiary,no,0
BM00284,58,blue-collar,married,primary,76,yes,no,unknown,5,may,156,2,-1,0,unknown,blue-collar / primary,no,0
BM00285,30,blue-collar,single,secondary,0,yes,no,unknown,5,may,5,2,-1,0,unknown,blue-collar / secondary,no,0
BM00286,33,admin.,single,secondary,352,yes,no,unknown,5,may,225,2,-1,0,unknown,admin. / secondary,no,0
BM00287,47,admin.,married,secondary,368,yes,no,unknown,5,may,125,2,-1,0,unknown,admin. / secondary,no,0
BM00288,50,technician,single,tertiary,339,yes,no,unknown,5,may,2,3,-1,0,unknown,technician / tertiary,no,0
BM00289,32,blue-collar,married,secondary,1331,yes,no,unknown,5,may,286,2,-1,0,unknown,blue-collar / secondary,no,0
BM00290,40,self-employed,married,secondary,672,yes,no,unknown,5,may,164,2,-1,0,unknown,self-employed / secondary,no,0
BM00291,37,management,married,tertiary,58,yes,no,unknown,5,may,98,2,-1,0,unknown,management / tertiary,no,0
BM00292,54,technician,single,unknown,447,yes,no,unknown,5,may,742,2,-1,0,unknown,technician / unknown,no,0
BM00293,24,student,single,secondary,423,yes,no,unknown,5,may,226,3,-1,0,unknown,student / secondary,no,0
BM00294,54,management,married,tertiary,0,no,no,unknown,5,may,120,2,-1,0,unknown,management / tertiary,no,0
BM00295,34,technician,married,secondary,19,yes,no,unknown,5,may,362,4,-1,0,unknown,technician / secondary,no,0
BM00296,56,technician,divorced,primary,13,yes,no,unknown,5,may,357,2,-1,0,unknown,technician / primary,no,0
BM00297,31,blue-collar,single,secondary,3,yes,no,unknown,5,may,200,2,-1,0,unknown,blue-collar / secondary,no,0
BM00298,24,student,single,secondary,82,yes,no,unknown,5,may,204,2,-1,0,unknown,student / secondary,no,0
BM00299,42,blue-collar,divorced,primary,28,yes,no,unknown,5,may,126,3,-1,0,unknown,blue-collar / primary,no,0
BM00300,57,technician,married,secondary,792,yes,no,unknown,5,may,65,2,-1,0,unknown,technician / secondary,no,0
BM00301,42,blue-collar,married,unknown,408,yes,no,unknown,5,may,107,2,-1,0,unknown,blue-collar / unknown,no,0
BM00302,51,admin.,married,secondary,531,yes,no,unknown,5,may,267,2,-1,0,unknown,admin. / secondary,no,0
BM00303,57,retired,married,secondary,211,yes,no,unknown,5,may,248,2,-1,0,unknown,retired / secondary,no,0
BM00304,36,services,single,secondary,62,yes,no,unknown,5,may,215,2,-1,0,unknown,services / secondary,no,0
BM00305,53,services,married,unknown,257,yes,no,unknown,5,may,209,2,-1,0,unknown,services / unknown,no,0
BM00306,50,technician,married,secondary,1234,yes,no,unknown,5,may,205,2,-1,0,unknown,technician / secondary,no,0
BM00307,54,management,married,tertiary,313,yes,no,unknown,5,may,83,2,-1,0,unknown,management / tertiary,no,0
BM00308,55,blue-collar,married,secondary,89,yes,no,unknown,5,may,106,3,-1,0,unknown,blue-collar / secondary,no,0
BM00309,44,blue-collar,married,secondary,129,yes,yes,unknown,5,may,189,2,-1,0,unknown,blue-collar / secondary,no,0
BM00310,43,management,married,unknown,0,yes,no,unknown,5,may,105,2,-1,0,unknown,management / unknown,no,0
BM00311,56,admin.,married,secondary,353,yes,no,unknown,5,may,106,2,-1,0,unknown,admin. / secondary,no,0
BM00312,54,technician,married,unknown,851,yes,no,unknown,5,may,108,2,-1,0,unknown,technician / unknown,no,0
BM00313,55,services,divorced,primary,96,yes,yes,unknown,5,may,311,2,-1,0,unknown,services / primary,no,0
BM00314,37,services,divorced,secondary,398,yes,yes,unknown,5,may,214,2,-1,0,unknown,services / secondary,no,0
BM00315,33,admin.,single,tertiary,193,no,no,unknown,5,may,132,2,-1,0,unknown,admin. / tertiary,no,0
BM00316,46,admin.,married,secondary,-358,yes,no,unknown,5,may,358,2,-1,0,unknown,admin. / secondary,no,0
BM00317,36,blue-collar,married,secondary,539,yes,yes,unknown,5,may,453,2,-1,0,unknown,blue-collar / secondary,no,0
BM00318,51,technician,single,secondary,0,yes,no,unknown,5,may,364,2,-1,0,unknown,technician / secondary,no,0
BM00319,40,retired,single,primary,0,no,no,unknown,5,may,136,2,-1,0,unknown,retired / primary,no,0
BM00320,42,blue-collar,married,secondary,490,yes,no,unknown,5,may,386,2,-1,0,unknown,blue-collar / secondary,no,0
BM00321,51,blue-collar,married,secondary,0,yes,no,unknown,5,may,173,2,-1,0,unknown,blue-collar / secondary,no,0
BM00322,49,blue-collar,married,unknown,403,yes,no,unknown,5,may,241,2,-1,0,unknown,blue-collar / unknown,no,0
BM00323,48,management,married,secondary,161,yes,no,unknown,5,may,224,3,-1,0,unknown,management / secondary,no,0
BM00324,32,technician,divorced,tertiary,2558,no,no,unknown,5,may,148,2,-1,0,unknown,technician / tertiary,no,0
BM00325,31,admin.,single,secondary,98,yes,no,unknown,5,may,196,2,-1,0,unknown,admin. / secondary,no,0
BM00326,55,management,single,tertiary,115,no,no,unknown,5,may,111,4,-1,0,unknown,management / tertiary,no,0
BM00327,40,blue-collar,single,secondary,436,yes,no,unknown,5,may,231,3,-1,0,unknown,blue-collar / secondary,no,0
BM00328,47,technician,married,tertiary,831,yes,no,unknown,5,may,316,3,-1,0,unknown,technician / tertiary,no,0
BM00329,57,technician,married,unknown,206,yes,no,unknown,5,may,216,3,-1,0,unknown,technician / unknown,no,0
BM00330,41,blue-collar,married,secondary,290,yes,no,unknown,5,may,240,2,-1,0,unknown,blue-collar / secondary,no,0
BM00331,48,blue-collar,married,secondary,1,no,no,unknown,5,may,669,3,-1,0,unknown,blue-collar / secondary,no,0
BM00332,42,blue-collar,married,unknown,57,yes,no,unknown,5,may,425,2,-1,0,unknown,blue-collar / unknown,no,0
BM00333,30,blue-collar,single,secondary,-457,yes,no,unknown,5,may,143,2,-1,0,unknown,blue-collar / secondary,no,0
BM00334,58,management,single,tertiary,1387,yes,no,unknown,5,may,174,5,-1,0,unknown,management / tertiary,no,0
BM00335,45,management,divorced,tertiary,24598,yes,no,unknown,5,may,313,3,-1,0,unknown,management / tertiary,no,0
BM00336,49,blue-collar,married,secondary,30,yes,no,unknown,5,may,135,4,-1,0,unknown,blue-collar / secondary,no,0
BM00337,42,admin.,single,secondary,1022,yes,no,unknown,5,may,146,2,-1,0,unknown,admin. / secondary,no,0
BM00338,53,technician,married,secondary,56,yes,yes,unknown,5,may,152,2,-1,0,unknown,technician / secondary,no,0
BM00339,51,admin.,single,secondary,-2,no,no,unknown,5,may,402,3,-1,0,unknown,admin. / secondary,no,0
BM00340,32,services,single,secondary,121,yes,no,unknown,5,may,213,2,-1,0,unknown,services / secondary,no,0
BM00341,41,blue-collar,single,secondary,842,yes,no,unknown,5,may,144,3,-1,0,unknown,blue-collar / secondary,no,0
BM00342,43,management,divorced,secondary,693,yes,no,unknown,5,may,124,3,-1,0,unknown,management / secondary,no,0
BM00343,40,blue-collar,divorced,secondary,-333,yes,no,unknown,5,may,183,2,-1,0,unknown,blue-collar / secondary,no,0
BM00344,50,blue-collar,married,primary,1533,yes,no,unknown,5,may,325,2,-1,0,unknown,blue-collar / primary,no,0
BM00345,34,management,married,tertiary,46,yes,no,unknown,5,may,39,4,-1,0,unknown,management / tertiary,no,0
BM00346,53,services,married,unknown,18,no,no,unknown,5,may,503,2,-1,0,unknown,services / unknown,no,0
BM00347,45,technician,married,secondary,44,yes,no,unknown,5,may,95,4,-1,0,unknown,technician / secondary,no,0
BM00348,39,blue-collar,married,primary,-100,yes,no,unknown,5,may,680,2,-1,0,unknown,blue-collar / primary,no,0
BM00349,44,services,married,tertiary,510,yes,no,unknown,5,may,421,4,-1,0,unknown,services / tertiary,no,0
BM00350,55,management,married,tertiary,685,yes,no,unknown,5,may,174,3,-1,0,unknown,management / tertiary,no,0
BM00351,46,management,single,tertiary,187,yes,no,unknown,5,may,113,2,-1,0,unknown,management / tertiary,no,0
BM00352,45,blue-collar,married,secondary,66,yes,no,unknown,5,may,808,2,-1,0,unknown,blue-collar / secondary,no,0
BM00353,34,admin.,married,secondary,560,yes,no,unknown,5,may,198,3,-1,0,unknown,admin. / secondary,no,0
BM00354,36,blue-collar,married,secondary,0,yes,no,unknown,5,may,195,2,-1,0,unknown,blue-collar / secondary,no,0
BM00355,59,unknown,divorced,unknown,27,no,no,unknown,5,may,347,3,-1,0,unknown,unknown / unknown,no,0
BM00356,31,admin.,single,secondary,12,yes,no,unknown,5,may,208,2,-1,0,unknown,admin. / secondary,no,0
BM00357,44,blue-collar,single,secondary,34,yes,no,unknown,5,may,404,4,-1,0,unknown,blue-collar / secondary,no,0
BM00358,33,entrepreneur,single,tertiary,1068,yes,no,unknown,5,may,396,2,-1,0,unknown,entrepreneur / tertiary,no,0
BM00359,40,blue-collar,married,secondary,211,yes,no,unknown,5,may,216,4,-1,0,unknown,blue-collar / secondary,no,0
BM00360,46,admin.,single,tertiary,377,yes,no,unknown,5,may,98,2,-1,0,unknown,admin. / tertiary,no,0
BM00361,48,management,married,tertiary,263,yes,no,unknown,5,may,350,2,-1,0,unknown,management / tertiary,no,0
BM00362,42,services,married,secondary,1263,yes,no,unknown,6,may,114,2,-1,0,unknown,services / secondary,no,0
BM00363,27,services,married,secondary,8,yes,no,unknown,6,may,88,3,-1,0,unknown,services / secondary,no,0
BM00364,48,admin.,married,secondary,126,yes,yes,unknown,6,may,379,2,-1,0,unknown,admin. / secondary,no,0
BM00365,59,admin.,married,secondary,230,yes,no,unknown,6,may,190,3,-1,0,unknown,admin. / secondary,no,0
BM00366,46,technician,married,tertiary,841,yes,no,unknown,6,may,158,1,-1,0,unknown,technician / tertiary,no,0
BM00367,38,admin.,divorced,secondary,308,yes,no,unknown,6,may,102,1,-1,0,unknown,admin. / secondary,no,0
BM00368,43,management,divorced,tertiary,1,yes,no,unknown,6,may,306,1,-1,0,unknown,management / tertiary,no,0
BM00369,38,admin.,divorced,tertiary,86,yes,no,unknown,6,may,218,1,-1,0,unknown,admin. / tertiary,no,0
BM00370,23,student,single,secondary,157,yes,no,unknown,6,may,54,1,-1,0,unknown,student / secondary,no,0
BM00371,34,services,married,secondary,22,yes,no,unknown,6,may,344,1,-1,0,unknown,services / secondary,no,0
BM00372,38,admin.,married,secondary,46,yes,yes,unknown,6,may,195,1,-1,0,unknown,admin. / secondary,no,0
BM00373,37,blue-collar,married,secondary,1293,no,no,unknown,6,may,652,1,-1,0,unknown,blue-collar / secondary,no,0
BM00374,25,admin.,single,secondary,122,yes,no,unknown,6,may,286,1,-1,0,unknown,admin. / secondary,no,0
BM00375,48,blue-collar,married,unknown,131,yes,no,unknown,6,may,189,1,-1,0,unknown,blue-collar / unknown,no,0
BM00376,49,blue-collar,single,secondary,143,yes,no,unknown,6,may,83,1,-1,0,unknown,blue-collar / secondary,no,0
BM00377,38,admin.,single,secondary,393,no,no,unknown,6,may,184,2,-1,0,unknown,admin. / secondary,no,0
BM00378,43,blue-collar,married,primary,98,yes,no,unknown,6,may,235,1,-1,0,unknown,blue-collar / primary,no,0
BM00379,33,management,married,tertiary,0,yes,no,unknown,6,may,290,1,-1,0,unknown,management / tertiary,no,0
BM00380,55,blue-collar,married,secondary,224,yes,no,unknown,6,may,232,1,-1,0,unknown,blue-collar / secondary,no,0
BM00381,38,blue-collar,married,secondary,757,yes,no,unknown,6,may,133,1,-1,0,unknown,blue-collar / secondary,no,0
BM00382,49,services,married,secondary,245,yes,yes,unknown,6,may,318,1,-1,0,unknown,services / secondary,no,0
BM00383,40,management,married,secondary,8486,no,no,unknown,6,may,260,3,-1,0,unknown,management / secondary,no,0
BM00384,43,admin.,married,unknown,350,no,no,unknown,6,may,437,1,-1,0,unknown,admin. / unknown,no,0
BM00385,38,blue-collar,married,secondary,20,yes,no,unknown,6,may,402,1,-1,0,unknown,blue-collar / secondary,no,0
BM00386,58,services,married,secondary,1667,yes,yes,unknown,6,may,85,1,-1,0,unknown,services / secondary,no,0
BM00387,57,technician,married,unknown,345,yes,no,unknown,6,may,125,1,-1,0,unknown,technician / unknown,no,0
BM00388,32,unemployed,married,secondary,10,yes,no,unknown,6,may,501,4,-1,0,unknown,unemployed / secondary,no,0
BM00389,56,management,married,tertiary,830,yes,yes,unknown,6,may,1201,1,-1,0,unknown,management / tertiary,yes,1
BM00390,58,blue-collar,divorced,unknown,29,yes,no,unknown,6,may,253,1,-1,0,unknown,blue-collar / unknown,no,0
BM00391,60,retired,divorced,secondary,545,yes,no,unknown,6,may,1030,1,-1,0,unknown,retired / secondary,yes,1
BM00392,37,technician,married,tertiary,8730,yes,no,unknown,6,may,149,1,-1,0,unknown,technician / tertiary,no,0
BM00393,46,technician,divorced,tertiary,477,yes,no,unknown,6,may,114,1,-1,0,unknown,technician / tertiary,no,0
BM00394,27,admin.,married,secondary,4,yes,no,unknown,6,may,243,1,-1,0,unknown,admin. / secondary,no,0
BM00395,43,blue-collar,married,secondary,1205,yes,no,unknown,6,may,769,2,-1,0,unknown,blue-collar / secondary,no,0
BM00396,32,technician,single,secondary,0,yes,yes,unknown,6,may,135,3,-1,0,unknown,technician / secondary,no,0
BM00397,40,admin.,single,secondary,263,yes,no,unknown,6,may,231,1,-1,0,unknown,admin. / secondary,no,0
BM00398,38,admin.,married,secondary,1,no,no,unknown,6,may,76,1,-1,0,unknown,admin. / secondary,no,0
BM00399,34,blue-collar,married,secondary,283,no,yes,unknown,6,may,199,1,-1,0,unknown,blue-collar / secondary,no,0
BM00400,47,blue-collar,married,primary,206,yes,no,unknown,6,may,152,1,-1,0,unknown,blue-collar / primary,no,0
BM00401,42,housemaid,married,primary,17,yes,no,unknown,6,may,124,1,-1,0,unknown,housemaid / primary,no,0
BM00402,48,technician,married,secondary,141,yes,yes,unknown,6,may,424,1,-1,0,unknown,technician / secondary,no,0
BM00403,29,self-employed,single,tertiary,16,yes,no,unknown,6,may,43,1,-1,0,unknown,self-employed / tertiary,no,0
BM00404,50,services,married,secondary,206,yes,no,unknown,6,may,154,1,-1,0,unknown,services / secondary,no,0
BM00405,52,technician,married,unknown,7,no,no,unknown,6,may,203,2,-1,0,unknown,technician / unknown,no,0
BM00406,50,management,married,tertiary,0,no,no,unknown,6,may,326,1,-1,0,unknown,management / tertiary,no,0
BM00407,58,retired,married,tertiary,0,no,no,unknown,6,may,393,1,-1,0,unknown,retired / tertiary,no,0
BM00408,46,blue-collar,divorced,primary,1927,yes,no,unknown,6,may,241,3,-1,0,unknown,blue-collar / primary,no,0
BM00409,38,technician,married,secondary,284,yes,no,unknown,6,may,483,1,-1,0,unknown,technician / secondary,no,0
BM00410,46,blue-collar,married,secondary,1660,yes,no,unknown,6,may,259,1,-1,0,unknown,blue-collar / secondary,no,0
BM00411,32,services,single,secondary,406,yes,no,unknown,6,may,227,1,-1,0,unknown,services / secondary,no,0
BM00412,51,blue-collar,married,primary,230,yes,no,unknown,6,may,673,1,-1,0,unknown,blue-collar / primary,no,0
